record_id,source_work,source_role,native_id,native_unit,inventory_bucket,repository,commit,definition_path,source_url,native_aliases_or_variants,asset_reference_paths,lineage,canonical_status,runtime_validation,extraction_note
behavior::baking_sugar_cookies,BEHAVIOR-1K,native_benchmark,baking_sugar_cookies,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/baking_sugar_cookies/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/baking_sugar_cookies/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::boil_water,BEHAVIOR-1K,native_benchmark,boil_water,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/boil_water/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/boil_water/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::boil_water_in_the_microwave,BEHAVIOR-1K,native_benchmark,boil_water_in_the_microwave,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/boil_water_in_the_microwave/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/boil_water_in_the_microwave/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::bottling_wine,BEHAVIOR-1K,native_benchmark,bottling_wine,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/bottling_wine/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/bottling_wine/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::boxing_books_up_for_storage,BEHAVIOR-1K,native_benchmark,boxing_books_up_for_storage,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/boxing_books_up_for_storage/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/boxing_books_up_for_storage/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::boxing_food_after_dinner,BEHAVIOR-1K,native_benchmark,boxing_food_after_dinner,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/boxing_food_after_dinner/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/boxing_food_after_dinner/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::brewing_coffee,BEHAVIOR-1K,native_benchmark,brewing_coffee,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/brewing_coffee/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/brewing_coffee/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::bringing_glass_to_recycling,BEHAVIOR-1K,native_benchmark,bringing_glass_to_recycling,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/bringing_glass_to_recycling/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/bringing_glass_to_recycling/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::bringing_in_kindling,BEHAVIOR-1K,native_benchmark,bringing_in_kindling,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/bringing_in_kindling/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/bringing_in_kindling/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::bringing_in_mail,BEHAVIOR-1K,native_benchmark,bringing_in_mail,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/bringing_in_mail/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/bringing_in_mail/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::bringing_in_wood,BEHAVIOR-1K,native_benchmark,bringing_in_wood,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/bringing_in_wood/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/bringing_in_wood/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::bringing_laundry,BEHAVIOR-1K,native_benchmark,bringing_laundry,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/bringing_laundry/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/bringing_laundry/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::bringing_newspaper_in,BEHAVIOR-1K,native_benchmark,bringing_newspaper_in,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/bringing_newspaper_in/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/bringing_newspaper_in/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::bringing_paper_to_recycling,BEHAVIOR-1K,native_benchmark,bringing_paper_to_recycling,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/bringing_paper_to_recycling/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/bringing_paper_to_recycling/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::bringing_water,BEHAVIOR-1K,native_benchmark,bringing_water,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/bringing_water/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/bringing_water/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::brushing_lint_off_clothing,BEHAVIOR-1K,native_benchmark,brushing_lint_off_clothing,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/brushing_lint_off_clothing/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/brushing_lint_off_clothing/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_a_air_conditioner,BEHAVIOR-1K,native_benchmark,buy_a_air_conditioner,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_a_air_conditioner/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_a_air_conditioner/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_a_belt,BEHAVIOR-1K,native_benchmark,buy_a_belt,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_a_belt/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_a_belt/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_a_good_avocado,BEHAVIOR-1K,native_benchmark,buy_a_good_avocado,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_a_good_avocado/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_a_good_avocado/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_a_keg,BEHAVIOR-1K,native_benchmark,buy_a_keg,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_a_keg/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_a_keg/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_alcohol,BEHAVIOR-1K,native_benchmark,buy_alcohol,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_alcohol/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_alcohol/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_and_clean_mussels,BEHAVIOR-1K,native_benchmark,buy_and_clean_mussels,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_and_clean_mussels/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_and_clean_mussels/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_basic_garden_tools,BEHAVIOR-1K,native_benchmark,buy_basic_garden_tools,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_basic_garden_tools/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_basic_garden_tools/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_boxes_for_packing,BEHAVIOR-1K,native_benchmark,buy_boxes_for_packing,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_boxes_for_packing/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_boxes_for_packing/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_candle_making_supplies,BEHAVIOR-1K,native_benchmark,buy_candle_making_supplies,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_candle_making_supplies/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_candle_making_supplies/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_dog_food,BEHAVIOR-1K,native_benchmark,buy_dog_food,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_dog_food/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_dog_food/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_eggs,BEHAVIOR-1K,native_benchmark,buy_eggs,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_eggs/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_eggs/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_fish,BEHAVIOR-1K,native_benchmark,buy_fish,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_fish/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_fish/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_food_for_a_party,BEHAVIOR-1K,native_benchmark,buy_food_for_a_party,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_food_for_a_party/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_food_for_a_party/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_food_for_camping,BEHAVIOR-1K,native_benchmark,buy_food_for_camping,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_food_for_camping/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_food_for_camping/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_good_chocolate,BEHAVIOR-1K,native_benchmark,buy_good_chocolate,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_good_chocolate/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_good_chocolate/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_home_use_medical_supplies,BEHAVIOR-1K,native_benchmark,buy_home_use_medical_supplies,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_home_use_medical_supplies/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_home_use_medical_supplies/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_meat_from_a_butcher,BEHAVIOR-1K,native_benchmark,buy_meat_from_a_butcher,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_meat_from_a_butcher/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_meat_from_a_butcher/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_mulch,BEHAVIOR-1K,native_benchmark,buy_mulch,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_mulch/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_mulch/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_natural_beef,BEHAVIOR-1K,native_benchmark,buy_natural_beef,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_natural_beef/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_natural_beef/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
behavior::buy_natural_supplements,BEHAVIOR-1K,native_benchmark,buy_natural_supplements,activity_definition_directory,native_task_candidates,StanfordVL/BEHAVIOR-1K,4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f,bddl3/bddl/activity_definitions/buy_natural_supplements/problem0.bddl,https://github.com/StanfordVL/BEHAVIOR-1K/blob/4b0f43dfb7f7f759e5e9f575e8d72f56492eab5f/bddl3/bddl/activity_definitions/buy_natural_supplements/problem0.bddl,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Counted a native activity directory, not each problem file and not an instantiated or canonical task."
